pdb,path,url,protein,virus,method,resolution,rmsd,rwork,rfree
7mzj,pdb/surface_glycoprotein/SARS-CoV-2/7mzj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzj,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.4,,0.2221,0.2682
7cwt,pdb/surface_glycoprotein/SARS-CoV-2/7cwt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cwt,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.7,,,
7n1q,pdb/surface_glycoprotein/SARS-CoV-2/7n1q,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1q,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.9,,,
7l7e,pdb/surface_glycoprotein/SARS-CoV-2/7l7e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l7e,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.0,,0.2154,0.2729
7dzy,pdb/surface_glycoprotein/SARS-CoV-2/7dzy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dzy,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7v76,pdb/surface_glycoprotein/SARS-CoV-2/7v76,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v76,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.2,,,
7mjg,pdb/surface_glycoprotein/SARS-CoV-2/7mjg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mjg,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.81,,,
7e3j,pdb/surface_glycoprotein/SARS-CoV-2/7e3j,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e3j,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.99,,0.2272,0.2479
7v78,pdb/surface_glycoprotein/SARS-CoV-2/7v78,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v78,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.4,,,
7dx9,pdb/surface_glycoprotein/SARS-CoV-2/7dx9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dx9,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7det,pdb/surface_glycoprotein/SARS-CoV-2/7det,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7det,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.2,,0.212,0.2599
7p7a,pdb/surface_glycoprotein/SARS-CoV-2/7p7a,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7p7a,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.76,,,
7n1u,pdb/surface_glycoprotein/SARS-CoV-2/7n1u,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1u,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.14,,,
7mzi,pdb/surface_glycoprotein/SARS-CoV-2/7mzi,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzi,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.85,,0.174,0.2075
7ldj,pdb/surface_glycoprotein/SARS-CoV-2/7ldj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ldj,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.36,,0.2103,0.2681
7n1a,pdb/surface_glycoprotein/SARS-CoV-2/7n1a,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1a,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.065,,0.1968,0.2407
7vnc,pdb/surface_glycoprotein/SARS-CoV-2/7vnc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7vnc,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.7,,,
7m8s,pdb/surface_glycoprotein/SARS-CoV-2/7m8s,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m8s,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.35,,0.1971,0.2475
7m71,pdb/surface_glycoprotein/SARS-CoV-2/7m71,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m71,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.66,,,
7n4m,pdb/surface_glycoprotein/SARS-CoV-2/7n4m,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n4m,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.57,,0.2575,0.3168
7efp,pdb/surface_glycoprotein/SARS-CoV-2/7efp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7efp,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.69,,0.1838,0.2242
7v26,pdb/surface_glycoprotein/SARS-CoV-2/7v26,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v26,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.85,,,
7sbl,pdb/surface_glycoprotein/SARS-CoV-2/7sbl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7sbl,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.4,,,
7mjk,pdb/surface_glycoprotein/SARS-CoV-2/7mjk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mjk,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.73,,,
7sbk,pdb/surface_glycoprotein/SARS-CoV-2/7sbk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7sbk,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.1,,,
7fg3,pdb/surface_glycoprotein/SARS-CoV-2/7fg3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7fg3,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7dx8,pdb/surface_glycoprotein/SARS-CoV-2/7dx8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dx8,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.9,,,
7eh5,pdb/surface_glycoprotein/SARS-CoV-2/7eh5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7eh5,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.0,,,
7lxx,pdb/surface_glycoprotein/SARS-CoV-2/7lxx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lxx,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.0,,,
7n4j,pdb/surface_glycoprotein/SARS-CoV-2/7n4j,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n4j,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.2,,0.172,0.2069
7lwi,pdb/surface_glycoprotein/SARS-CoV-2/7lwi,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lwi,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.07,,,
7dx6,pdb/surface_glycoprotein/SARS-CoV-2/7dx6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dx6,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.0,,,
7v85,pdb/surface_glycoprotein/SARS-CoV-2/7v85,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v85,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.3,,,
7n8h,pdb/surface_glycoprotein/SARS-CoV-2/7n8h,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n8h,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.3,,,
7m6d,pdb/surface_glycoprotein/SARS-CoV-2/7m6d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m6d,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.0,,0.2185,0.2591
7v82,pdb/surface_glycoprotein/SARS-CoV-2/7v82,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v82,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.8,,,
7olz,pdb/surface_glycoprotein/SARS-CoV-2/7olz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7olz,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.75,,0.1757,0.2092
7e5o,pdb/surface_glycoprotein/SARS-CoV-2/7e5o,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e5o,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.8,,0.2262,0.2562
7n1t,pdb/surface_glycoprotein/SARS-CoV-2/7n1t,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1t,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.11,,,
7v80,pdb/surface_glycoprotein/SARS-CoV-2/7v80,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v80,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7ekf,pdb/surface_glycoprotein/SARS-CoV-2/7ekf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ekf,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.85,,0.2081,0.2238
7oap,pdb/surface_glycoprotein/SARS-CoV-2/7oap,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7oap,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.1802,0.204
7ekg,pdb/surface_glycoprotein/SARS-CoV-2/7ekg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ekg,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.63,,0.2138,0.2484
7l4z,pdb/surface_glycoprotein/SARS-CoV-2/7l4z,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l4z,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.96,,0.2566,0.2816
7ly2,pdb/surface_glycoprotein/SARS-CoV-2/7ly2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ly2,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.5,,,
7m7b,pdb/surface_glycoprotein/SARS-CoV-2/7m7b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m7b,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.95,,,
7e8m,pdb/surface_glycoprotein/SARS-CoV-2/7e8m,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e8m,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.09,,0.1689,0.1986
7fdk,pdb/surface_glycoprotein/SARS-CoV-2/7fdk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7fdk,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.69,,,
7l2e,pdb/surface_glycoprotein/SARS-CoV-2/7l2e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l2e,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.97,,,
7ly3,pdb/surface_glycoprotein/SARS-CoV-2/7ly3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ly3,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.0,,0.2085,0.2339
7mzh,pdb/surface_glycoprotein/SARS-CoV-2/7mzh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzh,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.1,,0.2199,0.2653
7my2,pdb/surface_glycoprotein/SARS-CoV-2/7my2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7my2,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.65,,,
7n3i,pdb/surface_glycoprotein/SARS-CoV-2/7n3i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n3i,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.03,,0.179,0.2082
7nx7,pdb/surface_glycoprotein/SARS-CoV-2/7nx7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nx7,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.3,,0.2075,0.239
7lxz,pdb/surface_glycoprotein/SARS-CoV-2/7lxz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lxz,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.6,,,
7m8k,pdb/surface_glycoprotein/SARS-CoV-2/7m8k,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m8k,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,?,,,
7b0b,pdb/surface_glycoprotein/SARS-CoV-2/7b0b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7b0b,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.98,,0.209,0.2462
7cyh,pdb/surface_glycoprotein/SARS-CoV-2/7cyh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cyh,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7fdg,pdb/surface_glycoprotein/SARS-CoV-2/7fdg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7fdg,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.69,,,
7vx4,pdb/surface_glycoprotein/SARS-CoV-2/7vx4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7vx4,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7v87,pdb/surface_glycoprotein/SARS-CoV-2/7v87,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v87,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.3,,,
7s0e,pdb/surface_glycoprotein/SARS-CoV-2/7s0e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7s0e,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.9,,,
7v2a,pdb/surface_glycoprotein/SARS-CoV-2/7v2a,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v2a,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.4,,,
7oaq,pdb/surface_glycoprotein/SARS-CoV-2/7oaq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7oaq,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.55,,0.155,0.1783
7edg,pdb/surface_glycoprotein/SARS-CoV-2/7edg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7edg,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.2,,,
7n6e,pdb/surface_glycoprotein/SARS-CoV-2/7n6e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n6e,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.2,,0.2389,0.2941
7np1,pdb/surface_glycoprotein/SARS-CoV-2/7np1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7np1,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.8,,0.2321,0.281
7b14,pdb/surface_glycoprotein/SARS-CoV-2/7b14,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7b14,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.79,,,
7n0g,pdb/surface_glycoprotein/SARS-CoV-2/7n0g,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n0g,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.02,,,
7r8o,pdb/surface_glycoprotein/SARS-CoV-2/7r8o,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7r8o,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.5,,,
7n8i,pdb/surface_glycoprotein/SARS-CoV-2/7n8i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n8i,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.0,,,
7mkm,pdb/surface_glycoprotein/SARS-CoV-2/7mkm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mkm,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.16,,,
7n9t,pdb/surface_glycoprotein/SARS-CoV-2/7n9t,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n9t,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.18,,,
7lyn,pdb/surface_glycoprotein/SARS-CoV-2/7lyn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lyn,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.32,,,
7eb3,pdb/surface_glycoprotein/SARS-CoV-2/7eb3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7eb3,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7v83,pdb/surface_glycoprotein/SARS-CoV-2/7v83,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v83,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.8,,,
7v86,pdb/surface_glycoprotein/SARS-CoV-2/7v86,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v86,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.8,,,
7l57,pdb/surface_glycoprotein/SARS-CoV-2/7l57,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l57,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,5.87,,,
7k9h,pdb/surface_glycoprotein/SARS-CoV-2/7k9h,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7k9h,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.2,,,
7dhx,pdb/surface_glycoprotein/SARS-CoV-2/7dhx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dhx,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.3,,0.1944,0.2349
7n9a,pdb/surface_glycoprotein/SARS-CoV-2/7n9a,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n9a,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.5,,,
7lq7,pdb/surface_glycoprotein/SARS-CoV-2/7lq7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lq7,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.4,,0.1974,0.2334
7my8,pdb/surface_glycoprotein/SARS-CoV-2/7my8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7my8,spike protein / surface_glycoprotein,SARS-CoV-2,SOLUTION NMR,0,,,,
7e3k,pdb/surface_glycoprotein/SARS-CoV-2/7e3k,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e3k,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7n5h,pdb/surface_glycoprotein/SARS-CoV-2/7n5h,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n5h,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.24,,,
7kqb,pdb/surface_glycoprotein/SARS-CoV-2/7kqb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kqb,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.42,,,
7r95,pdb/surface_glycoprotein/SARS-CoV-2/7r95,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7r95,spike protein / surface_glycoprotein,SARS-CoV-2,SOLUTION NMR,0,,,,
7m6e,pdb/surface_glycoprotein/SARS-CoV-2/7m6e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m6e,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.3,,,
7chs,pdb/surface_glycoprotein/SARS-CoV-2/7chs,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7chs,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.4,,0.1908,0.2244
